,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,1.0772185325622559,0.41218748688697815,0.8566317558288574,0.5835937261581421
1,0.8990547060966492,0.5409374833106995,0.8698347806930542,0.6195312738418579
2,0.8430717587471008,0.5868750214576721,0.8280056118965149,0.6039062738418579
3,0.8278872966766357,0.6040624976158142,0.8988478779792786,0.5824218988418579
4,0.793912410736084,0.609375,0.7255467176437378,0.6390625238418579
5,0.7815747857093811,0.6237499713897705,0.7455574870109558,0.6480468511581421
6,0.7351686358451843,0.653124988079071,0.9300948977470398,0.606640636920929
7,0.737490177154541,0.6409375071525574,0.857113242149353,0.614062488079071
8,0.7052870988845825,0.660937488079071,0.8542002439498901,0.633593738079071
9,0.740327000617981,0.6393749713897705,0.8505765795707703,0.5855468511581421
10,0.7111244797706604,0.6743749976158142,0.6255279779434204,0.716015636920929
11,0.6968152523040771,0.6712499856948853,0.6585752367973328,0.7027343511581421
12,0.6561353206634521,0.6990625262260437,0.7013108730316162,0.688671886920929
13,0.6896668672561646,0.665517270565033,0.6402798891067505,0.701953113079071
14,0.676452100276947,0.6959375143051147,0.6578521132469177,0.709765613079071
15,0.6502847075462341,0.7037500143051147,0.6557298898696899,0.7027343511581421
16,0.6337594985961914,0.7118750214576721,0.757282555103302,0.678906261920929
17,0.6112457513809204,0.7196875214576721,0.6047340035438538,0.7406250238418579
18,0.6055372953414917,0.7265625,0.7263875603675842,0.69921875
19,0.5999988913536072,0.7368749976158142,0.8035411834716797,0.6714843511581421
20,0.6146056652069092,0.715624988079071,0.6661707162857056,0.7105468511581421
21,0.575505256652832,0.7446874976158142,0.5386606454849243,0.7710937261581421
22,0.5977628827095032,0.7250000238418579,0.5779291987419128,0.755859375
23,0.5780398845672607,0.7465624809265137,0.5709813237190247,0.7562500238418579
24,0.5667376518249512,0.7509375214576721,0.6822580099105835,0.7289062738418579
25,0.5571664571762085,0.754687488079071,0.7116879224777222,0.7171875238418579
26,0.5715466737747192,0.7443749904632568,0.6768258810043335,0.7445312738418579
27,0.5417822599411011,0.7649999856948853,0.7062830328941345,0.731249988079071
28,0.5682662725448608,0.7506250143051147,0.4670911729335785,0.796093761920929
29,0.549065887928009,0.7596874833106995,0.5424513220787048,0.7542968988418579
30,0.5537260174751282,0.7537500262260437,0.5816864967346191,0.755078136920929
31,0.5380657911300659,0.7693750262260437,0.6028794646263123,0.7621093988418579
32,0.5253795981407166,0.7793750166893005,0.6434827446937561,0.741015613079071
33,0.5123242139816284,0.7834374904632568,0.5752891302108765,0.766796886920929
34,0.5257932543754578,0.7734375,0.633391797542572,0.7421875
35,0.546494722366333,0.7740625143051147,0.532230019569397,0.77734375
36,0.5181830525398254,0.7768750190734863,0.6156563758850098,0.7445312738418579
37,0.5154422521591187,0.7734375,0.6038526296615601,0.770312488079071
38,0.5109294056892395,0.7837499976158142,0.5938107371330261,0.76171875
39,0.5102239847183228,0.7774999737739563,0.5815643072128296,0.7710937261581421
40,0.45787039399147034,0.8112499713897705,0.5115257501602173,0.782031238079071
41,0.5023919939994812,0.7809374928474426,0.5715051889419556,0.7835937738418579
42,0.4883863031864166,0.7943750023841858,0.5186464190483093,0.7894531488418579
43,0.4714158773422241,0.8037617802619934,0.5798913836479187,0.7730468511581421
44,0.470447838306427,0.8062499761581421,0.5655091404914856,0.785937488079071
45,0.4869673252105713,0.7950000166893005,0.6366463303565979,0.7710937261581421
46,0.4671696722507477,0.8081250190734863,0.5002869963645935,0.8089843988418579
47,0.47717681527137756,0.8037499785423279,0.48305243253707886,0.815234363079071
48,0.4623592495918274,0.8137500286102295,0.5351377725601196,0.783984363079071
49,0.46572208404541016,0.8028213381767273,0.7821850776672363,0.6976562738418579
50,0.46786338090896606,0.8090624809265137,0.48970723152160645,0.8160156011581421
51,0.4577583074569702,0.8068749904632568,0.40308088064193726,0.848437488079071
52,0.4418475329875946,0.817187488079071,0.5595613718032837,0.765625
53,0.4616626501083374,0.8087499737739563,0.5891984701156616,0.7699218988418579
54,0.4658377468585968,0.801562488079071,0.371953547000885,0.852343738079071
55,0.4386339485645294,0.8253124952316284,0.45787447690963745,0.815234363079071
56,0.437895804643631,0.8203125,0.41881901025772095,0.825390636920929
57,0.39038002490997314,0.8374999761581421,0.45527157187461853,0.8128906488418579
58,0.4287831485271454,0.8266457915306091,0.4437375068664551,0.817187488079071
59,0.41412118077278137,0.8237500190734863,0.4490981698036194,0.8238281011581421
60,0.42613232135772705,0.8237500190734863,0.46120935678482056,0.8070312738418579
61,0.4258909523487091,0.8253124952316284,0.4527638554573059,0.822265625
62,0.3993281126022339,0.8332288265228271,0.5178386569023132,0.801953136920929
63,0.43073520064353943,0.8199999928474426,0.48086971044540405,0.813671886920929
64,0.42504286766052246,0.8181250095367432,0.3668001592159271,0.854687511920929
65,0.40669676661491394,0.8346874713897705,0.4311569333076477,0.826171875
66,0.40175002813339233,0.8378124833106995,0.49874424934387207,0.8031250238418579
67,0.40735259652137756,0.8346874713897705,0.3828555941581726,0.854687511920929
68,0.4260741174221039,0.8269592523574829,0.4038493037223816,0.8441406488418579
69,0.41474148631095886,0.8231250047683716,0.4975966811180115,0.809374988079071
70,0.373230516910553,0.8506249785423279,0.41614946722984314,0.8277343511581421
71,0.39577755331993103,0.8353124856948853,0.46657872200012207,0.8246093988418579
72,0.39401403069496155,0.844200611114502,0.44982725381851196,0.821484386920929
73,0.38581880927085876,0.8376175761222839,0.38058122992515564,0.846875011920929
74,0.3864363431930542,0.839062511920929,0.32381147146224976,0.87109375
75,0.38054826855659485,0.846394956111908,0.41165223717689514,0.8355468511581421
76,0.3509799540042877,0.8590624928474426,0.425849050283432,0.84765625
77,0.3617769479751587,0.8528125286102295,0.3619063198566437,0.8597656488418579
78,0.37123164534568787,0.8459374904632568,0.41583675146102905,0.841015636920929
79,0.3609757125377655,0.8568750023841858,0.48618006706237793,0.8109375238418579
